,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,General And Administrative Expense,Other Gand A,Salaries And Wages,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Write Off,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Otherunder Preferred Stock Dividend,Other Special Charges,Other Operating Expenses,Average Dilution Earnings,Selling And Marketing Expense,Gain On Sale Of Ppe,Impairment Of Capital Assets,Provision For Doubtful Accounts,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Income Statement,Preferred Stock Dividends,Other Taxes,Excise Taxes,Professional Expense And Contract Services Expense,Other Non Interest Expense,Rent Expense Supplemental,Rent And Landing Fees,Occupancy And Equipment,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2025-03-31,0.0,0.189,597839000.0,0.0,0.0,162917000.0,176451000.0,2239660000.0,597839000.0,421388000.0,-135055000.0,135055000.0,,162917000.0,162917000.0,2790201000.0,438937000.0,81275000.0,79368000.0,2.0,2.05,162917000.0,162917000.0,162917000.0,-69299000.0,232216000.0,,232216000.0,,54117000.0,286333000.0,-11940000.0,-17549000.0,0.0,0.0,,,-135055000.0,135055000.0,,433328000.0,550541000.0,,374090000.0,374090000.0,374090000.0,,983869000.0,2239660000.0,3223529000.0,3102993000.0,DVA,,176451000.0,176451000.0,,,,,,,,,,,,,,,5609000.0,,,,,,,,,,,,,,,
2024-12-31,11584001.450211,0.155869,652237000.0,74319000.0,74319000.0,259329000.0,174102000.0,2225371000.0,726556000.0,552454000.0,-138721000.0,138721000.0,,196594001.450211,259329000.0,2813955000.0,565362000.0,83854000.0,81620000.0,3.09,3.18,259329000.0,259329000.0,259329000.0,-89916000.0,349245000.0,,349245000.0,,64488000.0,413733000.0,71726000.0,-12908000.0,74319000.0,,-74319000.0,,-138721000.0,138721000.0,,480728000.0,588584000.0,,414482000.0,414482000.0,414482000.0,,1069312000.0,2225371000.0,3294683000.0,3119180000.0,DVA,,174102000.0,174102000.0,,,,0.0,,,,,,,,,,,10315000.0,,,,,,,,,,,,,,,
2024-09-30,-2096848.0,0.208,705112000.0,-10081000.0,-10081000.0,214688000.0,187014000.0,2151875000.0,695031000.0,508017000.0,-134583000.0,134583000.0,,222672152.0,214688000.0,2732423000.0,534878000.0,85795000.0,83721000.0,2.5,2.56,214688000.0,214688000.0,214688000.0,-81072000.0,295760000.0,,295760000.0,,77674000.0,373434000.0,-23150000.0,-16780000.0,-10081000.0,,0.0,,-134583000.0,134583000.0,,531167000.0,580548000.0,,393534000.0,393534000.0,393534000.0,,1111715000.0,2151875000.0,3263590000.0,3138561000.0,DVA,,187014000.0,187014000.0,,,,10081000.0,,,,,,,,,,,3711000.0,,,,,,,,,,,,,,,
2024-06-30,-1878278.096059,0.193,654580000.0,-9732000.0,-9732000.0,222676000.0,175661000.0,2142299000.0,644848000.0,469187000.0,-97747000.0,97747000.0,,230529721.903941,222676000.0,2685805000.0,506398000.0,88950000.0,86899000.0,2.5,2.56,222676000.0,222676000.0,222676000.0,-77076000.0,299752000.0,,299752000.0,,71688000.0,371440000.0,-31730000.0,-27479000.0,-9732000.0,0.0,,,-97747000.0,97747000.0,,500917000.0,543506000.0,,367845000.0,367845000.0,367845000.0,,1044423000.0,2142299000.0,3186722000.0,3061102000.0,DVA,,175661000.0,175661000.0,,,,9732000.0,,,,,,,,,,,5481000.0,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35147000.0,,,,,,,,,,,,,,,,,DVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DVA,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.21,98600000.0,,,21300000.0,53200000.0,226600000.0,98600000.0,45400000.0,-7100000.0,7100000.0,,21300000.0,21300000.0,422400000.0,42300000.0,161000000.0,159900000.0,0.13,0.13,21300000.0,21300000.0,21300000.0,,21300000.0,,21300000.0,,17000000.0,38300000.0,3100000.0,3100000.0,,,,,-7100000.0,7100000.0,,42300000.0,195800000.0,,142600000.0,58900000.0,58900000.0,,238100000.0,226600000.0,464700000.0,464700000.0,DAY,,53200000.0,53200000.0,,,,,,,83700000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.219895,80900000.0,,,14900000.0,53900000.0,239000000.0,80900000.0,27000000.0,-7900000.0,7900000.0,,14900000.0,14900000.0,450800000.0,31000000.0,161900000.0,159400000.0,0.09,0.09,14900000.0,14900000.0,14900000.0,,14900000.0,,14900000.0,,4200000.0,19100000.0,-4000000.0,-4000000.0,,,,,-7900000.0,7900000.0,,31000000.0,211800000.0,,157900000.0,71100000.0,71100000.0,,242800000.0,239000000.0,481800000.0,481800000.0,DAY,,53900000.0,53900000.0,,,,,,,86800000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.21,66600000.0,,,10800000.0,58300000.0,246600000.0,66600000.0,8300000.0,-7400000.0,7400000.0,,10800000.0,10800000.0,436700000.0,28500000.0,161800000.0,158300000.0,0.07,0.07,10800000.0,10800000.0,10800000.0,,10800000.0,,10800000.0,,-9900000.0,900000.0,-20200000.0,-20200000.0,,,,,-7400000.0,7400000.0,,28500000.0,190100000.0,,190100000.0,96600000.0,96600000.0,,218600000.0,246600000.0,465200000.0,465200000.0,DAY,,,,,,,,,,93500000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.21,79200000.0,,,2000000.0,52100000.0,238700000.0,79200000.0,27100000.0,-8800000.0,8800000.0,,2000000.0,2000000.0,419200000.0,20800000.0,159700000.0,158100000.0,0.01,0.01,2000000.0,2000000.0,2000000.0,,2000000.0,,2000000.0,,16300000.0,18300000.0,6300000.0,6300000.0,,,,,-8800000.0,8800000.0,,20800000.0,180500000.0,,180500000.0,94100000.0,94100000.0,,201300000.0,238700000.0,440000000.0,440000000.0,DAY,,,,,,,,,,86400000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,61700000.0,,,-1800000.0,50600000.0,217200000.0,61700000.0,11100000.0,-11100000.0,11100000.0,,-1800000.0,-1800000.0,409200000.0,14100000.0,157900000.0,157900000.0,-0.01,-0.01,-1800000.0,-1800000.0,-1800000.0,,-1800000.0,,-1800000.0,,1800000.0,0.0,-3000000.0,-3000000.0,,,,,-11100000.0,11100000.0,,14100000.0,192000000.0,,141400000.0,59000000.0,59000000.0,,206100000.0,217200000.0,423300000.0,423300000.0,DAY,,50600000.0,50600000.0,,,,,,,82400000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAY,,48800000.0,48800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.24,203425000.0,,,139203000.0,19424000.0,426632000.0,203425000.0,184001000.0,17761000.0,935000.0,18696000.0,139203000.0,139203000.0,799251000.0,165287000.0,149635000.0,149344000.0,0.93,0.93,139203000.0,139203000.0,139203000.0,,139203000.0,,139203000.0,,43863000.0,183066000.0,18000.0,18000.0,,,,,17761000.0,935000.0,18696000.0,165287000.0,372619000.0,,372619000.0,,,,537906000.0,426632000.0,964538000.0,964538000.0,DECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.208482,209532000.0,,,151411000.0,17515000.0,442012000.0,209532000.0,192017000.0,19637000.0,725000.0,20362000.0,151411000.0,151411000.0,847855000.0,173925000.0,151685000.0,151029000.0,1.0,1.0,151411000.0,151411000.0,151411000.0,,151411000.0,,151411000.0,,39881000.0,191292000.0,-2270000.0,-2270000.0,,,,,19637000.0,725000.0,20362000.0,173925000.0,405843000.0,,405843000.0,,,,579768000.0,442012000.0,1021780000.0,1021780000.0,DECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.218,601713000.0,,,456734000.0,17161000.0,724542000.0,601713000.0,584552000.0,15368000.0,610000.0,15978000.0,456734000.0,456734000.0,1259891000.0,567274000.0,152386000.0,151820000.0,3.0,3.01,456734000.0,456734000.0,456734000.0,,456734000.0,,456734000.0,,127208000.0,583942000.0,1300000.0,1300000.0,,,,,15368000.0,610000.0,15978000.0,567274000.0,535349000.0,,535349000.0,,,,1102623000.0,724542000.0,1827165000.0,1827165000.0,DECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.24,336752000.0,,,242321000.0,16689000.0,578048000.0,336752000.0,320063000.0,13646000.0,1151000.0,14797000.0,242321000.0,242321000.0,1006234000.0,305086000.0,152778000.0,152240000.0,1.59,1.59,242321000.0,242321000.0,242321000.0,,242321000.0,,242321000.0,,76591000.0,318912000.0,180000.0,180000.0,,,,,13646000.0,1151000.0,14797000.0,305086000.0,428186000.0,,428186000.0,,,,733272000.0,578048000.0,1311320000.0,1311320000.0,DECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.225,167245000.0,,,115625000.0,17061000.0,355347000.0,167245000.0,150184000.0,16221000.0,1031000.0,17252000.0,115625000.0,115625000.0,692540000.0,132807000.0,153486000.0,152868000.0,0.753333,0.756667,115625000.0,115625000.0,115625000.0,,115625000.0,,115625000.0,,33528000.0,149153000.0,125000.0,125000.0,,,,,16221000.0,1031000.0,17252000.0,132807000.0,337193000.0,,337193000.0,,,,470000000.0,355347000.0,825347000.0,825347000.0,DECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,0.0,0.211875,2958000000.0,,,1289000000.0,564000000.0,7570000000.0,2958000000.0,2394000000.0,-794000000.0,794000000.0,,1289000000.0,1289000000.0,9624000000.0,,271400000.0,270700000.0,4.75,4.76,1289000000.0,1289000000.0,1289000000.0,18000000.0,1271000000.0,,1271000000.0,10000000.0,339000000.0,1600000000.0,235000000.0,235000000.0,,,,,-794000000.0,794000000.0,,2159000000.0,2054000000.0,556000000.0,1217000000.0,,,,4213000000.0,7570000000.0,11783000000.0,11783000000.0,DE,,,,,,,,281000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,0.0,0.230638,3676000000.0,,,1804000000.0,555000000.0,7609000000.0,3676000000.0,3121000000.0,-784000000.0,784000000.0,,1804000000.0,1804000000.0,9642000000.0,,271800000.0,271100000.0,6.64,6.65,1804000000.0,1804000000.0,1804000000.0,3000000.0,1801000000.0,,1801000000.0,3000000.0,539000000.0,2337000000.0,238000000.0,238000000.0,,,,,-784000000.0,784000000.0,,2883000000.0,2033000000.0,549000000.0,1197000000.0,,,,4916000000.0,7609000000.0,12525000000.0,12525000000.0,DE,,,,,,,,287000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,0.0,0.030168,2273000000.0,,,869000000.0,549000000.0,5037000000.0,2273000000.0,1724000000.0,-829000000.0,829000000.0,,869000000.0,869000000.0,6784000000.0,,272300000.0,271600000.0,3.19,3.2,869000000.0,869000000.0,869000000.0,2000000.0,867000000.0,,867000000.0,-1000000.0,27000000.0,895000000.0,246000000.0,246000000.0,,,,,-829000000.0,829000000.0,,1478000000.0,1747000000.0,526000000.0,972000000.0,,,,3225000000.0,5037000000.0,8262000000.0,8262000000.0,DE,,,,,,,,249000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,0.0,0.163924,2909000000.0,,,1245000000.0,520000000.0,6818000000.0,2909000000.0,2389000000.0,-870000000.0,870000000.0,,1245000000.0,1245000000.0,8684000000.0,,273600000.0,272600000.0,4.55,4.57,1245000000.0,1245000000.0,1245000000.0,3000000.0,1242000000.0,,1242000000.0,-28000000.0,249000000.0,1519000000.0,246000000.0,171000000.0,,,,,-870000000.0,870000000.0,,2143000000.0,1866000000.0,626000000.0,899000000.0,,,,4009000000.0,6818000000.0,10827000000.0,10827000000.0,DE,,,,,,,,-533000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,0.0,0.265393,3748000000.0,,,1734000000.0,553000000.0,7848000000.0,3748000000.0,3195000000.0,-840000000.0,840000000.0,,1734000000.0,1734000000.0,9957000000.0,,275600000.0,274500000.0,6.29,6.32,1734000000.0,1734000000.0,1734000000.0,3000000.0,1731000000.0,,1731000000.0,1000000.0,625000000.0,2355000000.0,304000000.0,304000000.0,,,,,-840000000.0,840000000.0,,2891000000.0,2109000000.0,567000000.0,1278000000.0,,,,5000000000.0,7848000000.0,12848000000.0,12848000000.0,DE,,,,,,,,264000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31,-2108333.333333,0.191667,2612000000.0,-11000000.0,-11000000.0,1164000000.0,762000000.0,24329000000.0,2601000000.0,1839000000.0,-322000000.0,399000000.0,77000000.0,1172891666.666667,1164000000.0,28003000000.0,1773000000.0,684705882.0,674708671.0,1.7,1.720922,1164000000.0,1164000000.0,1164000000.0,0.0,1164000000.0,,1164000000.0,,276000000.0,1440000000.0,-11000000.0,,0.0,0.0,,-11000000.0,-322000000.0,399000000.0,77000000.0,1773000000.0,3674000000.0,785000000.0,2889000000.0,,,,5447000000.0,24329000000.0,29776000000.0,29776000000.0,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,27021237.303786,0.108957,1934000000.0,248000000.0,248000000.0,965000000.0,738000000.0,18441000000.0,2182000000.0,1444000000.0,-330000000.0,361000000.0,31000000.0,744021237.303786,965000000.0,22213000000.0,1165000000.0,704379562.0,683477567.0,1.37,1.411897,965000000.0,965000000.0,965000000.0,0.0,965000000.0,,965000000.0,,118000000.0,1083000000.0,248000000.0,,236000000.0,236000000.0,,12000000.0,-330000000.0,361000000.0,31000000.0,1165000000.0,3772000000.0,808000000.0,2964000000.0,,,,4937000000.0,18441000000.0,23378000000.0,23378000000.0,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,27315094.339623,0.220283,3114000000.0,124000000.0,124000000.0,1654000000.0,774000000.0,18105000000.0,3238000000.0,2464000000.0,-311000000.0,344000000.0,33000000.0,1557315094.339623,1654000000.0,21624000000.0,2307000000.0,713023256.0,696130464.0,2.15,2.202173,1654000000.0,1654000000.0,1654000000.0,1000000.0,1653000000.0,,1653000000.0,,467000000.0,2120000000.0,124000000.0,,,,,124000000.0,-311000000.0,344000000.0,33000000.0,2307000000.0,3519000000.0,773000000.0,2746000000.0,,,,5826000000.0,18105000000.0,23931000000.0,23931000000.0,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,3230000.0,0.19,2468000000.0,17000000.0,17000000.0,1132000000.0,765000000.0,19059000000.0,2485000000.0,1720000000.0,-293000000.0,328000000.0,35000000.0,1118230000.0,1132000000.0,22698000000.0,1668000000.0,717000000.0,703000000.0,1.58,1.61,1132000000.0,1132000000.0,1132000000.0,5000000.0,1127000000.0,,1127000000.0,,265000000.0,1392000000.0,17000000.0,,,,,17000000.0,-293000000.0,328000000.0,35000000.0,1668000000.0,3639000000.0,745000000.0,2894000000.0,,,,5307000000.0,19059000000.0,24366000000.0,24366000000.0,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,-1208854.66795,0.151107,2218000000.0,-8000000.0,-8000000.0,887000000.0,784000000.0,19665000000.0,2210000000.0,1426000000.0,-345000000.0,387000000.0,42000000.0,893791145.33205,887000000.0,23634000000.0,1392000000.0,724000000.0,708000000.0,1.23,1.25,887000000.0,887000000.0,887000000.0,5000000.0,882000000.0,,882000000.0,,157000000.0,1039000000.0,-8000000.0,,0.0,0.0,,-8000000.0,-345000000.0,387000000.0,42000000.0,1392000000.0,3969000000.0,780000000.0,3189000000.0,,,,5361000000.0,19665000000.0,25026000000.0,25026000000.0,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,68000000.0,,,,,,,,,,,,,,,,,,DELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,123333333.333333,0.172494,2031000000.0,715000000.0,715000000.0,2130000000.0,,11610000000.0,2746000000.0,2746000000.0,-172000000.0,172000000.0,,1538333333.333333,2130000000.0,14546000000.0,2102000000.0,652000000.0,649000000.0,3.27,3.28,2130000000.0,2130000000.0,2130000000.0,,2130000000.0,,2130000000.0,,444000000.0,2574000000.0,644000000.0,-71000000.0,-20000000.0,,,735000000.0,-172000000.0,172000000.0,,2102000000.0,2936000000.0,,1143000000.0,470000000.0,,470000000.0,5038000000.0,11610000000.0,16648000000.0,14079000000.0,DAL,,,,,,,20000000.0,1793000000.0,,673000000.0,,,,,,,,,,,,,,,,1015000000.0,,,,,,,
2025-03-31,-10000000.0,0.25,539000000.0,-40000000.0,-40000000.0,240000000.0,,11027000000.0,499000000.0,499000000.0,-179000000.0,179000000.0,,270000000.0,240000000.0,13471000000.0,569000000.0,652000000.0,644000000.0,0.37,0.37,240000000.0,240000000.0,240000000.0,,240000000.0,,240000000.0,,80000000.0,320000000.0,-70000000.0,-30000000.0,0.0,,,-40000000.0,-179000000.0,179000000.0,,569000000.0,2444000000.0,,676000000.0,124000000.0,,124000000.0,3013000000.0,11027000000.0,14040000000.0,11688000000.0,DAL,,,,,,,,1768000000.0,,552000000.0,,,,,,,,,,,,,,,,988000000.0,,,,,,,
2024-12-31,-74368552.412646,0.298669,1631000000.0,-249000000.0,-249000000.0,843000000.0,,11115000000.0,1382000000.0,1382000000.0,-180000000.0,180000000.0,,1017631447.587354,843000000.0,13842000000.0,1717000000.0,652000000.0,642000000.0,1.29,1.31,843000000.0,843000000.0,843000000.0,,843000000.0,,843000000.0,,359000000.0,1202000000.0,-335000000.0,-86000000.0,-3000000.0,,,-246000000.0,-180000000.0,180000000.0,,1717000000.0,2727000000.0,,1045000000.0,425000000.0,,425000000.0,4444000000.0,11115000000.0,15559000000.0,13063000000.0,DAL,,,,,,,3000000.0,1682000000.0,,620000000.0,,,,,,,,,,,,,,,,940000000.0,,,,,,,
2024-09-30,64798206.278027,0.185138,1384000000.0,350000000.0,350000000.0,1272000000.0,,11530000000.0,1734000000.0,1734000000.0,-173000000.0,173000000.0,,986798206.278027,1272000000.0,14280000000.0,1397000000.0,647000000.0,641000000.0,1.97,1.98,1272000000.0,1272000000.0,1272000000.0,,1272000000.0,,1272000000.0,,289000000.0,1561000000.0,337000000.0,-13000000.0,0.0,,,350000000.0,-173000000.0,173000000.0,,1397000000.0,2750000000.0,,963000000.0,320000000.0,,320000000.0,4147000000.0,11530000000.0,15677000000.0,13303000000.0,DAL,,,,,,,,1787000000.0,,643000000.0,,,,,,,,,,,,,,,,969000000.0,,,,,,,
2024-06-30,-60182741.116751,0.263959,2189000000.0,-228000000.0,-228000000.0,1305000000.0,,11539000000.0,1961000000.0,1961000000.0,-188000000.0,188000000.0,,1472817258.883249,1305000000.0,14391000000.0,2267000000.0,648000000.0,641000000.0,2.01,2.04,1305000000.0,1305000000.0,1305000000.0,,1305000000.0,,1305000000.0,,468000000.0,1773000000.0,-306000000.0,-78000000.0,-32000000.0,,,-196000000.0,-188000000.0,188000000.0,,2267000000.0,2852000000.0,,1191000000.0,519000000.0,,519000000.0,5119000000.0,11539000000.0,16658000000.0,14040000000.0,DAL,,,,,,,32000000.0,1661000000.0,,672000000.0,,,,,,,,,,,,,,,,904000000.0,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAL,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,64470000.0,0.21,1894000000.0,307000000.0,307000000.0,899000000.0,914000000.0,3170000000.0,2201000000.0,1287000000.0,-116000000.0,126000000.0,14000000.0,656470000.0,899000000.0,3303000000.0,,636000000.0,635000000.0,1.41,1.42,899000000.0,899000000.0,899000000.0,-18000000.0,917000000.0,,917000000.0,,244000000.0,1161000000.0,296000000.0,-11000000.0,307000000.0,,,,-116000000.0,126000000.0,14000000.0,981000000.0,133000000.0,,113000000.0,113000000.0,57000000.0,56000000.0,1114000000.0,3170000000.0,4284000000.0,4284000000.0,DVN,,,,,,,,20000000.0,,,307000000.0,0.0,,,,,,,4000000.0,,,,,,,,,,,,,,
2025-03-31,-53760000.0,0.21,1941000000.0,-256000000.0,-256000000.0,494000000.0,912000000.0,3260000000.0,1685000000.0,773000000.0,-123000000.0,127000000.0,10000000.0,696240000.0,494000000.0,3400000000.0,,645000000.0,643000000.0,0.77,0.77,494000000.0,494000000.0,494000000.0,-15000000.0,509000000.0,,509000000.0,,137000000.0,646000000.0,-283000000.0,-27000000.0,-256000000.0,,,,-123000000.0,127000000.0,10000000.0,1052000000.0,140000000.0,,130000000.0,130000000.0,60000000.0,70000000.0,1192000000.0,3260000000.0,4452000000.0,4452000000.0,DVN,254000000.0,,,,,,,10000000.0,,,-2000000.0,,,,,,,,6000000.0,,,,,,,,,,,,,,
2024-12-31,890476.190476,0.222619,1935000000.0,4000000.0,4000000.0,639000000.0,971000000.0,3254000000.0,1939000000.0,968000000.0,-123000000.0,128000000.0,16000000.0,635890476.190476,639000000.0,3460000000.0,,651000000.0,650000000.0,0.98,0.98,639000000.0,639000000.0,639000000.0,-14000000.0,653000000.0,,653000000.0,,187000000.0,840000000.0,20000000.0,16000000.0,4000000.0,,1000000.0,,-123000000.0,128000000.0,16000000.0,943000000.0,206000000.0,,155000000.0,155000000.0,65000000.0,90000000.0,1149000000.0,3254000000.0,4403000000.0,4403000000.0,DVN,,,,,,,,51000000.0,,,5000000.0,,,,,,,,11000000.0,,,,,,,,,,,,,,
2024-09-30,-1760000.0,0.22,1964000000.0,-8000000.0,-8000000.0,812000000.0,794000000.0,2706000000.0,1956000000.0,1162000000.0,-88000000.0,98000000.0,19000000.0,818240000.0,812000000.0,2827000000.0,,623000000.0,622000000.0,1.3,1.31,812000000.0,812000000.0,812000000.0,-13000000.0,825000000.0,,825000000.0,,239000000.0,1064000000.0,-45000000.0,-37000000.0,-8000000.0,,8000000.0,,-88000000.0,98000000.0,19000000.0,1197000000.0,121000000.0,,117000000.0,117000000.0,47000000.0,70000000.0,1318000000.0,2706000000.0,4024000000.0,4024000000.0,DVN,,,,,,,,4000000.0,,,0.0,,,,,,,,9000000.0,,,,,,,,,,,,,,
2024-06-30,-2668269.230769,0.177885,1911000000.0,-15000000.0,-15000000.0,844000000.0,768000000.0,2664000000.0,1896000000.0,1128000000.0,-76000000.0,88000000.0,14000000.0,856331730.769231,844000000.0,2781000000.0,,628000000.0,626000000.0,1.34,1.35,844000000.0,844000000.0,844000000.0,-11000000.0,855000000.0,,855000000.0,,185000000.0,1040000000.0,-20000000.0,-5000000.0,-15000000.0,,,,-76000000.0,88000000.0,14000000.0,1136000000.0,117000000.0,,114000000.0,114000000.0,114000000.0,62000000.0,1253000000.0,2664000000.0,3917000000.0,3917000000.0,DVN,,,,,,,,3000000.0,,,-15000000.0,0.0,,,,,,,2000000.0,,,,,,,,,,,,,,
2025-06-30,0.0,0.254251,308800000.0,,,179800000.0,63000000.0,468300000.0,308800000.0,245800000.0,23300000.0,4700000.0,28000000.0,179800000.0,179800000.0,944500000.0,212600000.0,408200000.0,392100000.0,0.45,0.46,182700000.0,179800000.0,179800000.0,,179800000.0,,179800000.0,,61300000.0,241100000.0,5200000.0,5200000.0,,,,,23300000.0,4700000.0,28000000.0,212600000.0,476200000.0,148200000.0,328000000.0,,,,688800000.0,468300000.0,1157100000.0,1157100000.0,DXCM,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.317,219000000.0,,,105400000.0,60000000.0,447000000.0,219000000.0,159000000.0,23800000.0,4700000.0,28500000.0,105400000.0,105400000.0,902300000.0,133700000.0,407500000.0,391100000.0,0.27,0.27,108300000.0,105400000.0,105400000.0,,105400000.0,,105400000.0,,48900000.0,154300000.0,-3200000.0,-3200000.0,,,,,23800000.0,4700000.0,28500000.0,133700000.0,455300000.0,145200000.0,310100000.0,,,,589000000.0,447000000.0,1036000000.0,1036000000.0,DXCM,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.282063,274000000.0,,,151700000.0,57800000.0,457700000.0,274000000.0,216200000.0,24800000.0,4900000.0,29700000.0,151700000.0,151700000.0,924600000.0,188900000.0,406700000.0,390600000.0,0.38,0.39,154500000.0,151700000.0,151700000.0,,151700000.0,,151700000.0,,59600000.0,211300000.0,-2400000.0,-2400000.0,,,,,24800000.0,4900000.0,29700000.0,188900000.0,466900000.0,139500000.0,327400000.0,,,,655800000.0,457700000.0,1113500000.0,1113500000.0,DXCM,,,,,,,,,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.241263,237400000.0,,,134600000.0,55300000.0,400400000.0,237400000.0,182100000.0,27300000.0,4700000.0,32000000.0,134600000.0,134600000.0,842200000.0,152000000.0,410200000.0,394200000.0,0.34,0.34,137500000.0,134600000.0,134600000.0,,134600000.0,,134600000.0,,42800000.0,177400000.0,-1900000.0,-1900000.0,,,,,27300000.0,4700000.0,32000000.0,152000000.0,441800000.0,135400000.0,306400000.0,,,,593800000.0,400400000.0,994200000.0,994200000.0,DXCM,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.235889,244700000.0,,,143500000.0,52100000.0,377600000.0,244700000.0,192600000.0,31400000.0,4800000.0,36200000.0,143500000.0,143500000.0,846300000.0,158000000.0,416800000.0,399200000.0,0.35,0.36,146400000.0,143500000.0,143500000.0,,143500000.0,,143500000.0,,44300000.0,187800000.0,-1600000.0,-1600000.0,,,,,31400000.0,4800000.0,36200000.0,158000000.0,468700000.0,136000000.0,332700000.0,,,,626700000.0,377600000.0,1004300000.0,1004300000.0,DXCM,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DXCM,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,
